"","i","mean_dist_to_grocery","median_dist_to_grocery","max_dist_to_grocery","min_dist_to_grocery","quartiles_dist_to_grocery_25p","quartiles_dist_to_grocery_50p","quartiles_dist_to_grocery_75p","n_from_pnts","n_from_pnts_no_path"
"69",69,1428.48088985502,1418.32384070494,1903.24215060169,848.332829235965,1216.92363389384,1418.32384070494,1637.24719935726,64,0
"70",70,833.823829513396,809.823184512881,1418.05576988289,417.067822090731,656.711794551006,809.823184512881,1011.97965293491,32,0
"71",71,780.979945621039,782.348752926701,1065.86000225438,470.237002605947,685.052223673857,782.348752926701,897.136652819694,24,0
"72",72,1248.48659073433,1271.7998925326,2060.96272014307,555.357494461329,891.385387402803,1271.7998925326,1519.17038987399,66,0
"73",73,1171.56212766493,1144.5232899221,2753.03649182686,680.544677919629,967.310517649191,1144.5232899221,1329.63437911214,60,0
"74",74,609.614898904236,584.57462312614,1133.89129198878,117.237374313805,394.661434586922,584.57462312614,834.879747159467,48,0
"75",75,343.576332104164,341.754953250606,658.683047479562,81.3536002895025,219.60436921803,341.754953250606,438.805066623047,24,0
"76",76,766.881689954422,808.49393527696,1205.08648276768,118.76231615857,520.876409867482,808.49393527696,1046.79403440807,71,0
"77",77,949.226485380268,1006.76044951279,1515.01977959811,322.481179599137,729.293606651027,1006.76044951279,1160.02321514097,32,0
"78",78,498.888457818928,507.727025968447,882.499549730388,64.9526811928692,369.235064723225,507.727025968447,673.085000547603,64,0
"79",79,1643.95462532964,1651.46072212185,2196.54295692169,1033.56703245183,1417.38094372553,1651.46072212185,1871.24051282478,119,0
"80",80,418.332897955506,392.261604888457,822.041506011258,39.4690208375746,274.289646989446,392.261604888457,577.712862102848,29,0
"81",81,801.662532617968,753.133321674711,1314.43472015342,299.34919948878,651.537666699071,753.133321674711,957.827945404891,33,0
"82",82,1661.84031211519,1673.40627663007,2158.58695947486,1144.63153962875,1443.51359576254,1673.40627663007,1876.75297760991,59,0
"83",83,454.651848564786,456.858711806863,768.880550148157,51.4624679073632,345.510368042893,456.858711806863,611.543309200515,64,0
"84",84,891.476202867269,891.937345676931,1308.96615429919,390.205313126065,743.980634268407,891.937345676931,1099.36201437095,45,0
"85",85,553.849302571953,516.712169883004,1002.95144729506,168.546671813738,378.143785496156,516.712169883004,733.830265007774,32,0
"86",86,575.763823943834,604.2384518564,1052.77597311696,111.571658772214,403.625888439151,604.2384518564,737.483714747932,40,0
"87",87,817.654440714503,790.945281738945,1786.22137952417,53.0755305426573,588.567618238961,790.945281738945,1063.24494259934,108,0
"88",88,788.046127296169,770.96083642139,1094.12365009098,429.96115748739,630.854410373924,770.96083642139,976.505337571968,32,0
"89",89,788.134005795015,744.215839247555,1507.25132258306,454.119330223284,601.782987231762,744.215839247555,862.775902484232,20,0
"90",90,358.658146744177,379.227318264475,598.575644357088,152.036058500281,303.290313879338,379.227318264475,418.568411798598,16,0
"91",91,1436.10350480462,1464.44580338606,2369.97200004967,230.89016245766,939.441414055192,1464.44580338606,1944.65630996128,128,0
"92",92,499.803665846726,501.965595837274,822.102629077227,157.85640807852,376.369635167428,501.965595837274,626.61658019546,24,0
"93",93,621.478209967203,645.788562249553,954.759428183006,301.629942167421,546.949564045996,645.788562249553,726.31055787554,32,0
"94",94,649.495642128973,611.724933912931,1901.51505025706,58.2084067949759,448.700418327526,611.724933912931,848.111505146122,114,0
"95",95,1095.26159236247,1112.6495362314,1709.60340455777,456.760293286751,895.826464885712,1112.6495362314,1311.99822600099,52,0
"96",96,683.46805718218,682.767605472948,1239.12542894424,91.720435787256,379.283948815989,682.767605472948,985.943183874631,64,0
"97",97,231.419380011963,257.208024254613,442.506474657253,41.1230129304549,96.923565283235,257.208024254613,315.410337237737,8,0
"98",98,365.323884262508,369.789853936381,605.664177494263,105.695718517899,277.914953099033,369.789853936381,468.990858265286,16,0
"99",99,1128.44787143382,1156.75325239135,2278.17790672711,117.821889732644,619.109238311278,1156.75325239135,1574.60743171868,125,0
"100",100,3305.56226003902,3324.81782113868,3869.79287645686,2675.46387624906,3145.90622222739,3324.81782113868,3467.02694271768,NA,0
"101",101,931.201007790244,859.17916913582,6889.72915407645,72.937524866961,639.703148341128,859.17916913582,1061.28568808933,NA,0
"102",102,1049.89377652806,1068.18190564765,1618.20804806959,460.852195000625,831.068412970297,1068.18190564765,1274.41728607039,NA,0
"103",103,2001.83152112186,1948.68764211548,3224.71740018951,653.379718940691,1556.34732254064,1948.68764211548,2271.0890909524,NA,0
"104",104,819.012308828897,817.767072572677,1118.72177923562,516.75013599046,717.39820382205,817.767072572677,930.32560415377,NA,0
"105",105,658.825346854872,664.508207087408,1149.1615827738,140.949222153662,434.695217467062,664.508207087408,917.009459200553,NA,0
"106",106,626.378542304195,651.235911665469,770.819393310737,320.075360335018,580.137140817135,651.235911665469,704.097406739873,NA,0
"107",107,597.42538355081,601.321011342519,994.477312368521,127.764522804176,423.120135931577,601.321011342519,776.654759466553,NA,0
"108",108,1831.10003980059,1887.24230322899,2284.57351427126,1210.87522474362,1631.2607558162,1887.24230322899,2003.00039753445,NA,0
"109",109,506.483295113869,511.391834553529,840.03288531461,70.6739912794539,373.878398605099,511.391834553529,687.484843439203,NA,0
"110",110,892.106817992684,932.715167727363,1376.81632752877,50.7380094585785,692.293325916776,932.715167727363,1116.35366473317,NA,0
"111",111,642.311943713567,635.35864005545,1089.19302208194,107.267123990854,480.996123162733,635.35864005545,800.143678536405,NA,0
