"","i","mean_dist_to_grocery","median_dist_to_grocery","max_dist_to_grocery","min_dist_to_grocery","quartiles_dist_to_grocery_25p","quartiles_dist_to_grocery_50p","quartiles_dist_to_grocery_75p","n_from_pnts","n_from_pnts_no_path"
"112",112,602.25999363665,634.388885788776,1111.47486321562,94.0774599577585,410.46947504013,634.388885788776,782.138917819236,NA,0
"113",113,732.511231349184,746.370866474672,895.059729275588,446.788153794505,635.047491492769,746.370866474672,841.037141577459,NA,0
"114",114,830.330845315328,839.447496355928,1139.57177358584,335.982287273937,641.91796648621,839.447496355928,1033.01003535004,NA,0
"115",115,1122.68524380964,1263.74483915321,2006.73332530684,64.6658523302292,603.700893335819,1263.74483915321,1497.9177869962,NA,0
"116",116,468.876661224702,479.134215963278,1026.4445487814,54.5728198052142,303.963042475748,479.134215963278,615.234063242628,NA,0
"117",117,1019.64345826376,1008.56332720015,1545.83838342717,362.385669468067,851.648223266661,1008.56332720015,1217.23628534117,NA,0
"118",118,1825.4970220169,1968.33887672033,2674.94477649444,382.791450545202,1662.2893563132,1968.33887672033,2271.4264833107,NA,0
"119",119,592.400855930433,604.546283225753,1049.77881763415,118.474579130587,464.085353307975,604.546283225753,739.973068468437,NA,0
"120",120,844.339005858685,831.2462231263,1339.43925698806,328.429904863492,669.667196756218,831.2462231263,1049.82935894815,NA,0
"121",121,659.595790468069,645.329259302768,1128.0740183679,0,511.285354772299,645.329259302768,807.487122007708,NA,1
"122",122,710.160724400033,687.99862305454,955.896314369542,527.051633604455,628.359291966374,687.99862305454,768.338367874081,NA,0
"123",123,543.414920116615,556.195493109508,945.435974635372,0,419.750555514922,556.195493109508,718.695026159798,NA,0
"124",124,762.260266322094,818.906761055551,1070.44457958145,127.809630398041,639.186351192821,818.906761055551,924.508282495703,NA,0
"125",125,1476.36517752229,1522.5455751257,1827.8801813003,865.650164958023,1257.84800617369,1522.5455751257,1720.63525473582,NA,0
"126",126,1260.85399959343,1246.14595088143,1675.86912917706,984.755760316424,1114.08821508515,1246.14595088143,1386.71533837274,NA,0
"127",127,441.352848864899,447.675248752607,764.730924668324,106.365797281725,304.419962396286,447.675248752607,580.485684888158,NA,0
"128",128,1154.64424217507,1183.80481981912,1317.18857622503,828.244520894434,1095.03856603591,1183.80481981912,1259.05931662893,NA,0
"129",129,993.915116956052,1033.82096252539,1235.41042689809,536.92764393251,907.434186118872,1033.82096252539,1142.79504686418,NA,0
"130",130,1284.26104691279,1283.8138416835,1710.63117729469,699.582531479393,1105.65141214172,1283.8138416835,1478.14673563262,NA,0
"131",131,599.679558994638,605.728232679341,855.625551214186,314.171154592686,481.281216777526,605.728232679341,712.504147208752,NA,0
"132",132,594.388397851171,624.918630172665,894.621913574143,227.089819235309,449.769142921921,624.918630172665,745.087957335283,NA,0
"133",133,1111.74241284973,1154.33561403754,1600.0849854907,413.132410890744,945.713125011606,1154.33561403754,1355.32227879708,NA,0
"134",134,666.76928753982,686.723534286037,931.205819140105,70.9342008562387,529.249403428143,686.723534286037,828.470966052899,NA,0
"135",135,1151.0611993844,1216.92279139539,1519.67363685739,449.799613874754,982.756623696861,1216.92279139539,1368.26603310732,NA,0
"136",136,450.028519347149,437.723069313949,649.631708786065,144.035167429283,394.323486864479,437.723069313949,548.847138106914,NA,0
"137",137,1227.11910920507,1246.30303570163,3356.00546184162,0,1087.54173929001,1246.30303570163,1460.21471382858,NA,0
"138",138,3707.69460715147,3597.89121151309,6416.98405229974,1433.58362891948,2688.09633521074,3597.89121151309,4330.70002607603,NA,0
"139",139,2083.34265138939,2116.09285709986,2448.01853602821,1506.12375416145,1912.81851087408,2116.09285709986,2288.44775428631,NA,0
"140",140,569.807065488844,540.188847552195,1241.84833967283,83.2658357025513,335.116460684358,540.188847552195,778.77868774248,NA,0
"141",141,2923.33258597212,3323.45893685885,3413.07413318861,2042.89432469263,2513.77659826167,3323.45893685885,3323.45893685885,NA,0
"142",142,560.581068888951,556.338122703856,1122.53445945026,81.9529911338339,353.94901570283,556.338122703856,761.7394781985,NA,0
"143",143,943.359304888754,973.453933738543,1220.92535137945,548.476751871906,793.784314490979,973.453933738543,1088.2919748729,NA,0
"144",144,450.972952611415,485.235380077035,754.178019419383,42.5296307237832,350.637180096946,485.235380077035,576.172976209813,NA,0
"145",145,2212.03843328013,2142.35908030166,2968.96645274878,1519.29665580904,1926.97263656157,2142.35908030166,2488.68230482503,NA,0
"146",146,1457.04653925327,1398.39560142594,2701.129354687,272.92261958186,1108.20123727464,1398.39560142594,1771.13014703978,NA,0
"147",147,442.182735767462,446.315090639163,694.511688590855,133.169049607901,321.359054576632,446.315090639163,580.493755340605,NA,0
"148",148,977.942273569037,1001.02598715961,1767.63565776941,14.9808607290714,715.283254431104,1001.02598715961,1245.25347921626,NA,0
"149",149,1146.72807479261,1171.59593066767,1597.57982439404,421.489589864488,955.48452819353,1171.59593066767,1372.11534486829,NA,0
"150",150,335.917325582919,362.963159035856,576.818806571655,45.4163263116549,234.117518597811,362.963159035856,436.70920500247,NA,0
"151",151,985.682568310042,980.597625140109,1612.42245819573,406.283223125833,776.746800522794,980.597625140109,1210.79063222831,NA,0
"152",152,886.784211957812,913.42530747529,1238.0827565511,407.954934232041,699.336691027042,913.42530747529,1040.31181727935,NA,0
"153",153,1114.27514479242,1096.47825440002,1810.59823379111,546.178530425928,894.855713152245,1096.47825440002,1268.7421123945,NA,0
"154",154,2205.10647776713,2248.41765692331,2612.01659956651,1528.92301775079,2073.17445087548,2248.41765692331,2386.36556117177,NA,0
"155",155,1088.33675035926,1111.41927984653,1355.13983245829,716.389869337514,962.38190423882,1111.41927984653,1192.61305127045,NA,0
"156",156,673.361091858296,704.526657477875,1661.4813369539,0,380.915501048995,704.526657477875,966.9784036158,NA,0
"157",157,1144.92682750041,1086.58733680526,2885.66656741812,75.2507889863791,748.352982517104,1086.58733680526,1555.84928320742,NA,0
"158",158,617.224848886046,613.790287539602,809.052225559643,298.504996334759,543.781915658682,613.790287539602,718.505631497214,NA,0
"159",159,890.1004984631,865.980107773317,1609.03727940573,418.364911873163,659.678399697173,865.980107773317,1041.78621250033,NA,0
"160",160,1106.92264138388,1125.04258626686,1456.0231076236,667.943560777838,985.487762627551,1125.04258626686,1260.45563910318,NA,0
"161",161,763.435898627526,773.220404639598,1908.05912383583,111.029424989474,610.843177965362,773.220404639598,912.77650459506,NA,0
"162",162,867.204181195571,847.865389976286,1203.52592599787,503.568506066212,765.196090700476,847.865389976286,985.745856188981,NA,1
"163",163,857.780856291511,870.865281210983,1197.04766069278,442.548171332514,680.582026787574,870.865281210983,1060.52013402122,NA,0
"164",164,271.274880660944,258.292042758712,540.812820326277,114.253439587986,165.230180271981,258.292042758712,335.338141988948,NA,0
"165",165,514.17827657368,558.686124276053,881.2332109557,101.512248091524,384.854989547595,558.686124276053,661.513160280527,NA,0
"166",166,1031.1761565104,1067.27458883328,1524.0806480643,216.452817217355,809.509370623601,1067.27458883328,1308.47617732354,NA,0
"167",167,913.417229260278,900.754503712574,1267.07143436473,531.82842249636,780.597962338652,900.754503712574,1060.53560460274,NA,0
"168",168,492.99651303933,479.674741010471,858.810289831524,120.580495176889,350.878171513027,479.674741010471,611.549231832118,NA,0
"169",169,322.052599612339,328.871457467594,547.529283276277,128.369766711884,231.203533486804,328.871457467594,398.628644179073,NA,0
"170",170,888.382220291602,951.350716750756,1457.7171844171,104.322486619025,661.567084197783,951.350716750756,1137.72126344712,NA,0
"171",171,1520.88805466513,1610.03161949888,2001.10622519716,1003.82174973787,1268.1745527506,1610.03161949888,1726.9101931551,NA,0
"172",172,911.040553282676,947.461491737892,1197.04766069278,451.256004399308,747.116969170168,947.461491737892,1053.97760199491,NA,0
"173",173,663.767965806841,678.814098683468,914.287854068915,470.759311432288,580.124172970146,678.814098683468,733.929858842738,NA,0
"174",174,647.23588163161,725.192588408825,1007.42087852554,74.1730911830135,400.604658290638,725.192588408825,906.281119557239,NA,0
"175",175,733.912610440284,764.960012217509,1125.8667645208,158.655371576645,572.547663616093,764.960012217509,907.412030376559,NA,0
"176",176,565.448440761593,475.508234900193,1355.88795566638,64.720133557288,297.132313984349,475.508234900193,814.536064437248,NA,0
"177",177,463.194898772558,470.030383296925,753.400947372295,126.536077423203,323.071583125459,470.030383296925,635.826926332559,NA,0
"178",178,1004.59037045745,1039.95880566757,1548.22716635961,107.610016893041,751.556943306995,1039.95880566757,1260.59082199475,NA,0
"179",179,1552.81574224963,1542.2904182303,2158.1602913569,943.374751532107,1350.73255569357,1542.2904182303,1780.34304758604,NA,0
"180",180,565.366896213859,549.906029485591,1094.20440608254,126.616864981708,413.543791622919,549.906029485591,712.431029724886,NA,0
"181",181,522.798471817072,510.625023987358,999.706267880445,47.405915693839,321.242481542204,510.625023987358,722.845959944636,NA,0
"182",182,793.194346746163,812.295427935649,1024.42979716702,392.240756535982,706.961519640959,812.295427935649,902.010578994835,NA,0
"183",183,1365.25155901809,1464.72296002211,1812.59385862008,422.234293439532,1189.58454526511,1464.72296002211,1589.50450753705,NA,0
"184",184,500.375752081012,530.047484906195,907.574068209776,69.9762410430755,344.134615296645,530.047484906195,654.513597520357,NA,0
"185",185,800.396194165885,853.011393934682,1201.12135042915,303.5621431959,530.16095539812,853.011393934682,1037.6093776668,NA,0
"186",186,340.501622575263,345.03501675757,644.375501641654,44.9753315007186,233.108403742535,345.03501675757,457.42474820213,NA,0
"187",187,807.414074309997,764.722696113859,1575.9612588305,151.065770049992,547.770281003926,764.722696113859,1069.68153880165,NA,0
"188",188,1331.31302705326,1361.07917869045,1769.43550902023,723.713061331937,1226.57162859881,1361.07917869045,1464.95119715604,NA,0
"189",189,1117.05704697689,1124.88548941566,1517.35099975259,651.155192761221,993.032249949239,1124.88548941566,1254.16856143352,NA,0
"190",190,920.541141744432,919.522431616374,1206.08022562957,623.908633331391,807.89189722452,919.522431616374,1076.87592125902,NA,0
"191",191,726.922129725788,714.790320933587,1011.26470902124,372.399659749325,611.146298683671,714.790320933587,842.42699209377,NA,0
"192",192,278.44838545867,276.142309967474,578.742193193695,0,154.812944786719,276.142309967474,366.324741541887,NA,0
"193",193,821.667959593056,836.347113959694,1316.44906363665,325.194088346288,602.818238595555,836.347113959694,1010.08854057627,NA,0
"194",194,620.097630998092,659.013825508704,901.304217142249,176.563277478372,485.088065194649,659.013825508704,800.340256661927,NA,0
"195",195,944.957499137476,877.886927583815,1827.28850384543,136.025426949779,607.13681200463,877.886927583815,1369.5766940676,NA,0
"196",196,570.971624818426,593.055532383951,995.099386469902,128.627803284382,343.303451698303,593.055532383951,743.287088313589,NA,0
"197",197,1136.83964448557,1149.13644687138,1837.10872634228,383.611805048843,844.017849112671,1149.13644687138,1454.73864077088,NA,0
"198",198,1521.37712192583,1492.96772871484,2475.19471873875,593.867110237116,1049.85772474757,1492.96772871484,1926.49313134381,NA,0
"199",199,1495.25473967467,1495.9921245581,1978.56278780875,911.590736709725,1301.14849467234,1495.9921245581,1704.40395603811,NA,0
"200",200,452.223557022726,488.447005653089,781.748759018118,0,302.073130219503,488.447005653089,625.262634749503,NA,0
"201",201,831.463095281746,836.930463641611,1656.12748112876,94.6405961961291,583.887195709582,836.930463641611,1050.88847742981,NA,0
"202",202,867.327997339816,915.14804199124,1162.59254008659,543.488550578037,719.7926442215,915.14804199124,1002.89914018012,NA,0
"203",203,604.96303461542,620.755409087659,1067.73713512813,132.718672558254,427.052748572381,620.755409087659,808.721972199516,NA,0
"204",204,1121.31794777011,1146.68546417724,1653.54788724281,660.088234482583,887.78158765985,1146.68546417724,1311.26625921913,NA,0
"205",205,772.440585854526,776.000155113861,1096.1446181448,329.982065288094,648.115456329513,776.000155113861,876.645296828301,NA,0
"206",206,618.449950285553,629.911908606693,1221.76854735344,124.368402989574,453.301250006259,629.911908606693,803.42560225179,NA,0
"207",207,776.250585093783,825.048648408038,1117.61697011625,191.399324124419,613.567508512328,825.048648408038,958.305419781032,NA,0
"208",208,421.787774777444,379.973628237104,818.62056004989,237.977679530297,261.370772752323,379.973628237104,523.627408807869,NA,0
"209",209,424.327190070436,375.094126851625,932.846966358682,86.5836462201266,243.844381199421,375.094126851625,569.826583048442,NA,0
"210",210,1062.58769806079,1083.53810613226,2072.45038356597,0,667.319180281114,1083.53810613226,1451.06622797145,NA,0
"211",211,1372.2929308513,1374.71021225542,1928.55335772568,961.744477310133,1166.44313014502,1374.71021225542,1548.30491258424,NA,0
"212",212,579.749571542752,611.144969220755,882.181484839522,194.059543386465,468.255260184048,611.144969220755,716.287698317401,NA,0
"213",213,488.32923488661,533.750766544691,726.278555181212,121.540120841085,360.184052945521,533.750766544691,585.613901713146,NA,0
"214",214,631.342253838468,645.971847397849,1247.94267359038,170.224589653516,433.57359188136,645.971847397849,807.934931444657,NA,0
"215",215,1747.25291716605,1705.81747123703,2346.43936432915,1176.86176118913,1576.62383244869,1705.81747123703,1917.31169639267,NA,0
"216",216,1179.97119405136,1212.05240931234,2105.95313087271,15.6328897697792,760.415597536877,1212.05240931234,1712.27154138027,NA,0
"217",217,1376.44286669716,1402.16351031711,1756.75564382327,920.700940422071,1300.49095709199,1402.16351031711,1492.16270985551,NA,0
"218",218,1034.61905270979,1042.97559758474,1201.86336889767,876.13610881755,984.740566571947,1042.97559758474,1074.8703345102,NA,0
"219",219,425.325401271732,451.665914898962,627.026839079692,151.457573798821,343.845808217953,451.665914898962,548.020802077272,NA,0
"220",220,479.442613299153,467.657420501886,887.522454400603,36.7393240483622,319.661161818191,467.657420501886,655.886411507336,NA,0
"221",221,1452.00273678864,1506.17067298185,1955.81096445844,901.633149885072,1294.25924307468,1506.17067298185,1655.92360301243,NA,0
"222",222,1248.15832854841,1298.60080166993,1854.5304754426,599.776536206355,1002.71806665702,1298.60080166993,1490.41931608013,NA,0
"223",223,1047.56825594336,1018.44579417695,1552.54573642607,433.943128112471,888.155679484021,1018.44579417695,1238.06930906698,NA,0
"224",224,1453.53871735669,1444.56202635264,1851.08936161386,987.938768678851,1342.80275595105,1444.56202635264,1565.37462683981,NA,0
"225",225,772.354980510126,755.450297886043,1423.17150439683,158.988220074663,530.080736581649,755.450297886043,1026.04429142381,NA,0
"226",226,878.355018880134,847.805385541809,1788.72705788576,215.951803071832,507.571395874315,847.805385541809,1122.07086525881,NA,0
"227",227,1484.01232163105,1497.67278591193,2079.13688057014,959.350107174582,1275.32941015221,1497.67278591193,1656.37957529001,NA,0
"228",228,1842.61210164976,2131.78638695068,3172.91653543022,76.1737653620626,1128.87267533465,2131.78638695068,2549.24260670417,NA,0
"229",229,858.156350246045,808.372937370068,1461.93117452037,454.231272400063,690.86399568981,808.372937370068,1009.15330645855,NA,0
"230",230,838.027889362144,850.711438698182,1485.18132632167,100.314178774563,505.669131511141,850.711438698182,1132.5341464505,NA,0
"231",231,1686.57602253456,1725.98144297849,2068.87734543928,1069.46945311998,1509.51422332747,1725.98144297849,1861.18855070531,NA,0
"232",232,379.150452705744,377.266404097683,625.715868404839,99.9524240650894,267.840481634349,377.266404097683,473.436103803459,NA,0
"233",233,1126.27095179274,1130.06835608357,1551.903685862,613.286019047812,960.823589459017,1130.06835608357,1305.38009844862,NA,0
"234",234,493.249976102498,448.53864749834,989.87400605448,50.0575370722138,255.214921521513,448.53864749834,700.816812820067,NA,0
"235",235,822.512151868488,793.706891786752,1352.18853408625,466.294410597756,657.28158779051,793.706891786752,973.110180495153,NA,0
"236",236,1025.24296877648,1027.92622364812,1725.20567555434,434.924933951641,812.75194065777,1027.92622364812,1201.19092685285,NA,0
"237",237,754.732480307084,754.541303763501,1077.80910625313,228.382898146035,670.133062024375,754.541303763501,917.885456329982,NA,0
"238",238,2380.79484605411,2416.85754553688,2655.65035132522,2018.95899690533,2340.9989501968,2416.85754553688,2462.59816304743,NA,0
"239",239,1399.96743621277,1347.87060698881,3586.06982441383,27.5711157239381,993.598025840589,1347.87060698881,1655.45547103284,NA,2
"240",240,366.003403571059,312.291806615258,1642.07151857449,11.3225296214794,182.407852257797,312.291806615258,493.653886312564,NA,0
"241",241,1111.94748713648,1142.03578804307,1266.25707563266,755.510414032787,1070.723718618,1142.03578804307,1197.66660079408,NA,0
"242",242,1706.98895629552,1768.89117420569,2072.47166536601,1213.46038380385,1535.80180387651,1768.89117420569,1871.52421555939,NA,0
"243",243,484.89148021653,465.355504849913,781.07998376211,164.671090026246,366.408338074205,465.355504849913,625.502264695106,NA,0
"244",244,688.071374173259,690.50265685687,1219.23810542222,199.758544990091,518.664421598389,690.50265685687,870.220864335475,NA,0
"245",245,349.345721997228,306.345336819581,702.571157469843,88.602751332248,252.905788601719,306.345336819581,423.040553393956,NA,0
"246",246,795.677406091996,787.312663685719,1286.52315995771,345.262152998387,595.290802327491,787.312663685719,1026.34661926482,NA,0
"247",247,746.308217933847,741.795515417968,1087.89681951421,361.837501185585,616.197915331766,741.795515417968,890.15923513669,NA,0
"248",248,1516.83349638951,1502.93904929258,2237.59101100031,767.891950976525,1301.83397166573,1502.93904929258,1753.08258159223,NA,0
"249",249,1185.33281322853,1128.59287042066,2462.68590821646,378.447506067803,935.334899075175,1128.59287042066,1313.17747695664,NA,0
"250",250,935.879915948047,972.819429116817,2183.40208175798,49.1861419508042,624.853457208614,972.819429116817,1225.14194149107,NA,0
"251",251,1008.00086132427,1054.37467834406,1167.65235626597,692.797872327363,945.83692477981,1054.37467834406,1110.47338971017,NA,0
"252",252,935.342718242688,859.633465889276,1665.21690220741,222.287888252083,656.178259507029,859.633465889276,1287.56182247978,NA,0
"253",253,629.742336434612,635.108705959074,998.87522310806,187.705603189247,435.486327447238,635.108705959074,831.443344565326,NA,0
"254",254,442.771200365325,453.808869670085,832.817552222813,25.8454884915037,326.367058722843,453.808869670085,580.991429007851,NA,0
"255",255,1103.09282533931,1084.06055667881,2186.18511624735,93.2956701098172,855.627503393843,1084.06055667881,1319.22098408382,NA,0
"256",256,6422.81597466123,6552.04558671419,7432.71082041509,5232.48275766316,6043.01673747763,6552.04558671419,6741.48967777775,NA,0
"257",257,1281.29897807539,1328.5210270887,1831.32871609239,500.541949272556,1119.61592242754,1328.5210270887,1520.02886097679,NA,0
"258",258,664.887506923719,702.962748107363,1127.86594713401,0,509.583014354524,702.962748107363,848.340017437439,NA,0
"259",259,1298.05965252456,1421.6614147712,2386.58225543733,0,732.189562444598,1421.6614147712,1808.67226182425,NA,0
"260",260,789.720455449835,809.379168726083,1124.88273095601,333.257919423977,625.233031241347,809.379168726083,938.742163913369,NA,0
"261",261,388.418901974478,358.859651761146,727.261500436163,150.813913982178,270.995363195849,358.859651761146,479.946794594629,NA,0
"262",262,1647.43755919439,1660.06844501265,2065.82032637604,1060.37579348938,1478.21427854358,1660.06844501265,1883.62903762719,NA,0
"263",263,1346.03985099593,1377.90172159369,1803.67716741485,866.784587311089,1191.81863664799,1377.90172159369,1519.56973142775,NA,0
"264",264,1616.02672666228,1640.16249273437,2450.744642113,1006.41296703833,1309.44134947381,1640.16249273437,1897.03771697798,NA,0
"265",265,1369.55985768159,1357.2912699977,2024.36962076153,864.03721591808,1175.55612695081,1357.2912699977,1504.04544253006,NA,0
"266",266,1835.89455194389,1859.7575695615,2182.88295545054,1270.52157113578,1760.24635770897,1859.7575695615,1964.96170424965,NA,0
"267",267,1170.27705909014,1254.87804324821,1928.36564633535,93.8211973486814,821.207827394491,1254.87804324821,1510.39293139291,NA,0
"268",268,951.355166073498,959.015681170673,1495.19157145753,398.695841357477,784.371754365215,959.015681170673,1086.50710013151,NA,0
"269",269,381.588489162249,383.594916016305,534.424625364443,155.794802165054,339.157331734917,383.594916016305,421.744010742293,NA,0
"270",270,810.760320896834,813.004956464817,991.105849240298,613.807597925137,762.735740831004,813.004956464817,886.877961055107,NA,0
"271",271,599.271529302476,650.801155711701,1021.14765423204,100.802188438781,420.070985196698,650.801155711701,754.454005349095,NA,0
"272",272,1058.90415751424,1099.3976728373,1281.01807949557,733.628554705559,996.13927322352,1099.3976728373,1181.48472758394,NA,0
"273",273,1777.06775165503,1797.92064776195,2388.10832368005,945.461013699334,1514.23883926732,1797.92064776195,2051.98096572041,NA,0
"274",274,445.287043761348,434.416305933105,767.432753086524,102.678822996855,352.49240655753,434.416305933105,586.429968930484,NA,0
"275",275,1158.86567057066,1143.6142197982,1497.47283514079,816.04695809919,1015.07497627156,1143.6142197982,1303.39869184974,NA,0
"276",276,638.265885794168,667.291442265947,1173.35896243631,61.8197762744688,468.864698150409,667.291442265947,851.961964023914,NA,0
"277",277,1835.08034479397,1811.71086275037,2338.98684209889,1306.33772784665,1649.84034216699,1811.71086275037,2061.01435392754,NA,0
"278",278,1159.54341920749,1177.97802019029,1521.68138624318,692.038891142147,1045.77778251349,1177.97802019029,1274.74204787721,NA,0
"279",279,901.216746389404,942.473407105994,1318.93337301543,421.47153193424,750.148455811456,942.473407105994,1087.01444621403,NA,0
"280",280,1072.68281217317,1043.80679680846,2213.60671163007,100.222902475034,656.509210042214,1043.80679680846,1417.66410082577,NA,0
"281",281,1026.57866889826,1048.29184322623,1630.79226906215,181.121736687782,849.07241601256,1048.29184322623,1249.28142709329,NA,0
"282",282,322.224540290225,378.909610792045,551.204519273399,0,243.763151210654,378.909610792045,436.740168683175,NA,0
"283",283,534.388210214353,534.388210214353,534.388210214353,534.388210214353,534.388210214353,534.388210214353,534.388210214353,1,0
"284",284,579.989566384437,577.829355280716,906.637382546422,348.89181235692,468.181724283897,577.829355280716,655.794033837514,27,0
"285",285,1826.44431337244,1889.79835284321,2568.26657381889,1071.962886774,1458.61212236108,1889.79835284321,2185.11441694546,128,0
"286",286,1423.55873976179,1390.68394603465,1761.40935109202,1023.27898246197,1317.87228546571,1390.68394603465,1573.52667059077,25,0
"287",287,1017.37156422463,1031.0684191874,1450.57914254288,552.547486196668,867.053449827883,1031.0684191874,1174.75586260694,22,0
"288",288,1411.34823681723,1395.3796628661,2441.86735484452,712.252279314794,1139.10185101572,1395.3796628661,1637.75081266312,89,0
"289",289,849.009487598048,912.226510186682,1331.21903852188,275.633721839722,761.85453446648,912.226510186682,988.938432106802,48,0
"290",290,2027.33301201599,2029.6460641417,2415.36806529688,1581.88472608315,1852.86207245891,2029.6460641417,2214.74790524341,24,0
"291",291,495.0919282356,475.780230678456,1137.98075085585,205.195932392599,353.743295717226,475.780230678456,568.083819987403,30,0
"292",292,1367.30114609777,1382.72600530136,1572.77718028063,1026.29339935137,1278.58460984873,1382.72600530136,1475.07598707306,31,0
"293",293,461.852457979743,498.660986222614,749.857774643486,146.660393289805,298.777965440723,498.660986222614,600.361846731411,24,0
"294",294,1749.7217326735,1841.88577374855,2330.01341782293,911.207203159088,1407.49554094498,1841.88577374855,2051.10262845603,64,0
"295",295,1289.05137722091,1305.53733371778,1810.94112559078,766.277652064392,1151.81182638172,1305.53733371778,1412.39197981522,64,0
"296",296,1664.01692255394,1694.56378644223,1861.16985401549,1269.65142893021,1619.66432483418,1694.56378644223,1772.83731763467,22,0
"297",297,1037.59170490613,986.897200240354,1500.83433361137,628.713141187263,856.767113983516,986.897200240354,1199.20585673612,32,0
"298",298,2074.47677564983,2186.27098540067,2734.8934298019,1135.20175014423,1682.54065982872,2186.27098540067,2472.58254881055,128,0
"299",299,361.170888071339,365.532265512332,615.765091490079,54.6300229209421,286.427115593177,365.532265512332,483.615354287125,32,0
"300",300,1144.19855167425,1154.46923679185,1485.41293888825,646.286610622518,993.543820470558,1154.46923679185,1286.85264300892,55,0
"301",301,804.594435822962,835.57251157012,1392.09370750514,42.8613555816781,635.697566537245,835.57251157012,1002.12102078652,64,0
"302",302,1214.70506947186,1236.22614367749,1703.93214546474,667.822087005651,1056.64973588712,1236.22614367749,1409.22967238573,20,0
"303",303,985.811384756878,988.045920421849,1468.83702472321,345.058053493557,818.088298747257,988.045920421849,1211.41585725271,32,0
"304",304,715.917916493007,739.953342954931,1264.61240218831,151.37306052561,560.994694327896,739.953342954931,889.562668799562,56,0
"305",305,1345.15107591914,1354.68709791672,1630.14952979044,1051.88220978231,1235.71803217342,1354.68709791672,1463.50890674549,32,0
"306",306,1018.10307724792,1069.23306948033,1568.93836677662,253.928424476715,824.348272538482,1069.23306948033,1252.79570350901,96,0
"307",307,750.514543272505,744.981216960654,1029.80975303736,410.334809590691,699.641390727562,744.981216960654,880.073315026087,24,0
"308",308,483.811507607923,519.426556011485,783.412252639198,120.911308773258,333.648512563919,519.426556011485,630.605328716094,36,0
"309",309,3443.46398243613,3483.5665646897,4097.89443726169,2539.08212473367,3167.52118665998,3483.5665646897,3767.22956020221,107,0
"310",310,1545.27642350154,1560.36789837655,2004.61495234058,1067.82856377646,1397.84562000386,1560.36789837655,1715.29314982517,76,0
"311",311,1573.77057095323,1644.97468450607,1986.27265440674,1036.23757259747,1378.46092297382,1644.97468450607,1744.4147259214,32,0
"312",312,488.228208232373,478.736960809631,803.035049006547,202.262304630071,367.382611566786,478.736960809631,588.705389787254,15,0
"313",313,804.294236036358,841.125603933827,1455.07182283822,160.586180799938,588.762532591727,841.125603933827,1033.55271575577,57,0
"314",314,677.907850378386,644.051054638123,1201.17176064777,160.100035158298,491.408807701581,644.051054638123,899.648333154063,25,0
"315",315,1157.78666323878,1235.51030295959,1540.83537786185,452.441134557033,1005.70239614014,1235.51030295959,1370.11909867179,64,0
"316",316,1543.11496824388,1555.5276241196,1916.68625229023,1111.00210033836,1358.31794094712,1555.5276241196,1751.87758469477,32,0
"317",317,1743.57259859886,1732.4505837926,2122.47565874984,1391.43162579505,1583.72198432317,1732.4505837926,1882.71113580139,32,0
"318",318,513.667345693628,519.285406344069,962.058062988024,96.3225363256324,361.057585869231,519.285406344069,651.301876904987,40,0
"319",319,1082.25176384312,1100.69111696509,1356.50647820918,646.041934895502,999.661444737102,1100.69111696509,1206.39934698122,64,0
"320",320,453.136196692451,450.370029736092,1162.08054444175,30.1235565737862,308.449730503859,450.370029736092,565.620936183267,60,0
"321",321,637.527356447032,642.271736944752,1112.66863062135,172.936461559871,450.821358800642,642.271736944752,768.10138367529,32,0
"322",322,2155.62341744886,2230.17967960248,3415.99473803555,1217.29919236363,1778.53850236087,2230.17967960248,2455.49533796263,96,0
"323",323,1000.24190773054,1047.4521059757,1413.7715360793,528.552879691891,857.289221901175,1047.4521059757,1157.9879770883,96,0
"324",324,1054.18544437086,1079.97477396478,1541.81394350131,277.921223987944,913.417876566849,1079.97477396478,1277.09890141863,56,0
"325",325,849.682733655827,809.329123418426,1727.71947509358,23.1076561895596,526.788221518873,809.329123418426,1036.56887270614,94,5
"326",326,472.93270557817,476.226469256611,800.79161905296,81.3536002895025,293.176475142231,476.226469256611,673.66226377787,20,0
"327",327,1400.94475870476,1387.09424614964,1863.33435981565,984.003669150118,1293.36904446122,1387.09424614964,1507.89950603152,58,0
"328",328,1832.50267309583,1789.39201734088,2326.76753293069,1392.88310701028,1699.36230196892,1789.39201734088,1952.10121944537,16,0
"329",329,418.525505758886,442.581803551024,690.35627205784,95.0475708751925,301.862526703393,442.581803551024,570.132022342729,32,0
"330",330,526.150317447215,529.234495437052,746.675803869684,270.799933822157,432.477330513008,529.234495437052,626.892047300679,28,0
"331",331,1451.43648707239,1450.19867083624,1904.48717292915,869.692534250934,1279.20687663172,1450.19867083624,1637.48917952968,48,0
"332",332,407.635767410194,433.968281035951,685.155125466892,93.8844056490013,317.990276498758,433.968281035951,492.194610803251,37,0
"333",333,654.07108752205,635.224563782418,1282.45642418569,14.8137215750923,437.67097641827,635.224563782418,935.439908356832,64,0
"334",334,851.122623993067,861.853803039654,1217.3072581676,397.229218076412,741.994453815529,861.853803039654,977.566667227648,32,0
"335",335,1662.33519901018,1685.33401828108,2032.40348743502,1183.36881248674,1491.14759761051,1685.33401828108,1840.74330657436,51,0
