"","tpop","tpop_older_adult","tpop_older_adult_nonwhite","p_older_adult","t_pop_avoid_walk","t_pop_older_adult_avoid_walk","t_pop_older_adult_newly_avoid_walk","t_pop_older_adult_nonwhite_newly_avoid_walk","t_pop_older_adult_poverty_reported_newly_avoid_walk","t_pop_older_adult_below_poverty_newly_avoid_walk","t_pop_older_adult_living_arrange_reported_newly_avoid_walk","t_pop_older_adult_live_alone_newly_avoid_walk","p_pop_older_adult_nonwhite_newly_avoid_walk","p_pop_older_adult_below_poverty_newly_avoid_walk","p_pop_older_adult_live_alone_newly_avoid_walk"
"1",2742563,342260,207636,0.124795674702824,1084449,152507,142638,86282,139539,21659,138994,47869,0.604901919544581,0.155218254394829,0.344396160985366
